Customer ID,Recency,Frequency,Monetary,AOV,Tenure,UniqueProducts,CancellationRate,IsQ4Buyer,IsHighValue,IsUK,ChurnProbability,RiskTier,Churned
13765,562,1,352.821,352.821,0,17,0.0,0,0,1,0.98058915,High Risk,1
12671,515,1,2622.481,2622.481,0,45,0.0,0,1,0,0.98009884,High Risk,1
14376,592,1,215.46,215.46,0,17,0.0,0,0,1,0.980057,High Risk,1
14558,563,3,655.5,218.5,77,13,0.1176,1,0,1,0.9796188,High Risk,1
15423,491,2,223.39,111.695,39,12,0.1765,0,0,1,0.97942996,High Risk,0
12776,577,1,55.5,55.5,0,4,0.0,0,0,0,0.97936946,High Risk,1
16741,534,1,173.06,173.06,0,11,0.0,0,0,1,0.97915983,High Risk,1
15409,630,1,131.25,131.25,0,9,0.25,1,0,1,0.9790846,High Risk,1
13676,448,2,243.9,121.95,80,13,0.1333,0,0,1,0.97887826,High Risk,1
12368,537,1,917.6999999999999,917.6999999999999,0,18,0.0,0,0,0,0.97874784,High Risk,1
13053,531,1,127.65,127.65,0,17,0.0,0,0,1,0.9787218,High Risk,1
14072,576,1,390.85,390.85,0,19,0.0,0,0,1,0.9786129,High Risk,1
14751,593,2,126.45,63.225,41,7,0.0,1,0,1,0.9786097,High Risk,1
13776,337,2,623.98,311.99,0,1,0.75,1,0,1,0.97828215,High Risk,1
16886,365,1,134.0,134.0,0,8,0.5,1,0,1,0.978222,High Risk,1
14726,564,1,124.75,124.75,0,15,0.0,0,0,1,0.9781833,High Risk,1
16388,563,1,186.05,186.05,0,13,0.0,0,0,1,0.97803956,High Risk,1
15375,599,1,60.959999999999994,60.959999999999994,0,6,0.0,0,0,1,0.97784525,High Risk,1
16286,386,2,328.95,164.475,146,17,0.1053,0,0,1,0.9772602,High Risk,1
17575,576,1,171.7,171.7,0,5,0.0,0,0,1,0.9772484,High Risk,1
13119,578,1,134.9,134.9,0,11,0.0,0,0,1,0.9771713,High Risk,1
17933,541,1,114.69,114.69,0,12,0.0,0,0,1,0.9769999,High Risk,1
14884,578,1,120.6,120.6,0,8,0.0,0,0,1,0.97687566,High Risk,1
14835,438,2,297.0,148.5,88,1,0.3333,0,0,1,0.9764721,High Risk,1
15927,556,1,123.39,123.39,0,13,0.0,0,0,1,0.9764474,High Risk,1
18175,585,1,176.1,176.1,0,7,0.0,0,0,1,0.9763665,High Risk,1
14378,531,1,131.25,131.25,0,9,0.0,0,0,1,0.9759523,High Risk,1
17039,513,1,1954.99,1954.99,0,44,0.0,0,1,1,0.9758661,High Risk,1
14091,563,2,9530.08,4765.04,44,13,0.0,0,1,1,0.9758581,High Risk,1
16544,429,4,376.70000000000005,94.17500000000001,142,8,0.2143,0,0,1,0.9755343,High Risk,1
17216,463,1,65.05,65.05,0,13,0.0,0,0,1,0.9754318,High Risk,1
12848,585,1,208.0,208.0,0,16,0.0,0,0,1,0.9753956,High Risk,1
16481,591,1,453.38,453.38,0,16,0.2,0,0,1,0.97519207,High Risk,1
16051,591,1,188.44,188.44,0,12,0.0,0,0,1,0.9750073,High Risk,1
18152,555,1,426.69,426.69,0,10,0.0,0,0,1,0.97492325,High Risk,1
15474,505,1,163.1,163.1,0,19,0.0,0,0,1,0.97484684,High Risk,1
16459,639,1,71.78999999999999,71.78999999999999,0,5,0.0,1,0,1,0.9747661,High Risk,1
17136,571,1,231.68,231.68,0,14,0.0,0,0,1,0.97465783,High Risk,1
16234,385,3,333.18,111.06,85,13,0.0625,0,0,1,0.97458637,High Risk,1
18029,551,1,433.77,433.77,0,18,0.0,0,0,1,0.9745116,High Risk,1
14545,583,1,349.25,349.25,0,23,0.0,0,0,1,0.97442156,High Risk,1
12954,548,1,162.45,162.45,0,10,0.0,0,0,1,0.9743344,High Risk,1
15250,550,1,60.0,60.0,0,3,0.0,0,0,1,0.9743137,High Risk,1
14137,605,1,332.7,332.7,0,11,0.2143,0,0,1,0.97416466,High Risk,1
16082,579,1,106.75,106.75,0,16,0.0,0,0,1,0.9739677,High Risk,1
16397,537,1,127.88,127.88,0,9,0.0,0,0,1,0.9738676,High Risk,1
13498,639,1,327.38,327.38,0,17,0.0,1,0,1,0.97379184,High Risk,1
16605,633,1,60.48,60.48,0,1,0.0,1,0,1,0.9734861,High Risk,1
15396,22,2,796.38,398.19,471,16,0.0,0,0,1,0.973381,High Risk,1
13965,386,3,996.61,332.2033333333333,226,23,0.1429,0,0,1,0.9731857,High Risk,1
13204,640,1,966.6600000000001,966.6600000000001,0,57,0.0,1,0,1,0.9730613,High Risk,1
14486,421,2,175.5,87.75,41,4,0.0,0,0,1,0.97282434,High Risk,1
14989,571,1,342.4,342.4,0,18,0.0,0,0,1,0.97280425,High Risk,1
17586,528,1,167.4,167.4,0,8,0.0,0,0,1,0.97264594,High Risk,1
12861,529,1,68.25,68.25,0,4,0.0,0,0,1,0.9724109,High Risk,1
15256,58,2,170.4,85.2,413,6,0.0,0,0,1,0.9723459,High Risk,1
13007,489,1,175.25,175.25,0,11,0.0,0,0,1,0.971903,High Risk,1
18186,632,1,329.58,329.58,0,11,0.0,1,0,1,0.9719007,High Risk,1
14588,487,1,135.39,135.39,0,16,0.0,0,0,1,0.9718636,High Risk,1
16840,512,2,139.85,69.925,71,9,0.1,0,0,1,0.9718294,High Risk,1
12835,337,41,6043.31,147.3978048780488,308,138,0.0159,1,0,1,0.9718141,High Risk,1
17318,634,1,164.28,164.28,0,17,0.0,1,0,1,0.9717414,High Risk,1
15873,409,4,313.91999999999996,78.47999999999999,1,3,0.3333,0,0,1,0.9716491,High Risk,1
16285,555,1,176.9,176.9,0,31,0.0,0,0,1,0.9715064,High Risk,1
18012,632,1,115.3,115.3,0,13,0.0,1,0,1,0.97118145,High Risk,1
15371,571,1,59.400000000000006,59.400000000000006,0,1,0.0,0,0,1,0.97115076,High Risk,1
14010,474,2,445.15,222.575,0,20,0.1429,0,0,1,0.9710424,High Risk,1
16090,533,1,205.91,205.91,0,18,0.0,0,0,1,0.9710283,High Risk,1
14430,421,3,1220.9,406.9666666666667,95,29,0.125,0,0,1,0.9710071,High Risk,1
13180,516,1,86.10000000000001,86.10000000000001,0,4,0.0,0,0,1,0.97097105,High Risk,1
13219,527,1,76.23,76.23,0,11,0.0,0,0,1,0.9707042,High Risk,1
17488,550,1,336.5,336.5,0,18,0.0,0,0,1,0.97061026,High Risk,1
13834,486,2,324.19,162.095,92,15,0.2381,0,0,1,0.9704396,High Risk,1
14650,498,1,62.5,62.5,0,4,0.0,0,0,1,0.97038907,High Risk,1
14943,572,1,107.62,107.62,0,5,0.0,0,0,1,0.9700677,High Risk,1
15461,370,2,429.7,214.85,170,1,0.6,1,0,1,0.9699055,High Risk,1
16304,604,1,381.66,381.66,0,25,0.0,0,0,1,0.969823,High Risk,1
16219,410,1,40.8,40.8,0,1,0.0,0,0,1,0.96979666,High Risk,1
18148,556,1,114.10000000000001,114.10000000000001,0,9,0.0,0,0,1,0.96967983,High Risk,1
18166,533,1,175.5,175.5,0,10,0.0,0,0,1,0.96967703,High Risk,1
13757,584,1,195.55,195.55,0,8,0.0,0,0,1,0.9696572,High Risk,1
13051,488,2,155.8,77.9,40,4,0.0,0,0,1,0.9696036,High Risk,1
16673,588,1,188.83,188.83,0,19,0.0,0,0,1,0.9693764,High Risk,1
16396,385,1,137.8,137.8,0,8,0.3333,0,0,1,0.96926606,High Risk,1
17982,590,1,138.18,138.18,0,13,0.0,0,0,1,0.96910024,High Risk,1
15082,578,1,93.35000000000001,93.35000000000001,0,6,0.0,0,0,1,0.9687733,High Risk,1
12941,633,1,377.49,377.49,0,27,0.0,1,0,1,0.9687678,High Risk,1
13392,586,1,91.14,91.14,0,8,0.0,0,0,1,0.968663,High Risk,1
13714,374,1,161.35,161.35,0,30,0.0,0,0,1,0.9685859,High Risk,1
17336,381,1,81.12,81.12,0,1,0.0,0,0,1,0.9685615,High Risk,1
14983,598,1,183.20000000000002,183.20000000000002,0,30,0.0,0,0,1,0.96847486,High Risk,1
17971,457,1,161.94,161.94,0,21,0.0,0,0,1,0.9684722,High Risk,1
16666,530,1,106.96000000000001,106.96000000000001,0,15,0.0,0,0,1,0.9683211,High Risk,0
17605,499,1,160.75,160.75,0,13,0.0,0,0,1,0.9681997,High Risk,1
18208,475,1,360.08,360.08,0,17,0.0,0,0,1,0.9680757,High Risk,1
15765,576,1,370.63,370.63,0,25,0.0,0,0,1,0.9679698,High Risk,1
14347,646,1,82.6,82.6,0,6,0.0,1,0,1,0.96791214,High Risk,1
13779,425,1,161.13,161.13,0,27,0.0,0,0,1,0.96786547,High Risk,1
18285,570,1,427.0,427.0,0,12,0.0,0,0,1,0.96782905,High Risk,1
14879,594,1,185.06,185.06,0,27,0.0,0,0,1,0.9676607,High Risk,1
15162,640,1,312.9,312.9,0,12,0.25,1,0,1,0.9676356,High Risk,1
12503,493,1,1126.0,1126.0,0,2,0.3333,0,0,0,0.9673501,High Risk,1
16564,478,1,87.8,87.8,0,5,0.0,0,0,1,0.9672704,High Risk,1
13084,401,1,122.39999999999999,122.39999999999999,0,2,0.5,0,0,1,0.9672564,High Risk,1
13125,433,1,158.57,158.57,0,20,0.0,0,0,1,0.96708006,High Risk,1
14949,378,4,515.0,128.75,252,16,0.1,1,0,1,0.9668483,High Risk,1
16064,634,1,111.0,111.0,0,17,0.0,1,0,1,0.9667624,High Risk,1
12692,546,1,110.95,110.95,0,13,0.0,0,0,0,0.9666135,High Risk,1
14028,459,3,10396.5,3465.5,0,3,0.3077,0,1,1,0.9664943,High Risk,1
13096,303,1,419.70000000000005,419.70000000000005,0,1,0.0,1,0,1,0.96646357,High Risk,1
15875,555,1,111.72,111.72,0,18,0.0,0,0,1,0.9664285,High Risk,1
15098,91,3,39916.5,13305.5,0,1,0.4,0,1,1,0.9662982,High Risk,1
12396,583,1,931.43,931.43,0,65,0.0,0,0,0,0.96623147,High Risk,1
16403,221,1,177.5,177.5,0,10,0.3333,0,0,1,0.9662222,High Risk,1
13775,500,1,1049.66,1049.66,0,63,0.0,0,0,1,0.9661736,High Risk,1
13164,478,2,372.2,186.1,98,7,0.1667,0,0,1,0.9661551,High Risk,1
17606,646,1,87.30000000000001,87.30000000000001,0,6,0.0,1,0,1,0.9661165,High Risk,1
15833,647,1,80.4,80.4,0,5,0.0,1,0,1,0.966084,High Risk,1
13794,456,1,126.03,126.03,0,9,0.0,0,0,1,0.9659583,High Risk,1
14042,634,1,431.98,431.98,0,21,0.0,1,0,1,0.9659257,High Risk,1
17417,458,1,164.18,164.18,0,16,0.0,0,0,1,0.96590626,High Risk,1
16978,575,2,424.55,212.275,0,28,0.0,0,0,1,0.9656957,High Risk,0
17487,637,1,160.55,160.55,0,8,0.0,1,0,1,0.96567386,High Risk,1
14207,597,1,157.8,157.8,0,2,0.0,0,0,1,0.96565753,High Risk,1
15548,505,1,158.09,158.09,0,23,0.0,0,0,1,0.9656326,High Risk,1
17875,597,1,167.1,167.1,0,25,0.0,0,0,1,0.96560127,High Risk,1
15775,154,2,150.5,75.25,386,9,0.0,0,0,1,0.96556413,High Risk,1
17577,554,2,348.75,174.375,23,20,0.0,0,0,1,0.96542394,High Risk,1
16195,632,1,323.25,323.25,0,16,0.0,1,0,1,0.9654217,High Risk,1
17563,487,2,392.38,196.19,33,27,0.1714,0,0,1,0.96532726,High Risk,1
17543,459,1,120.05,120.05,0,13,0.0,0,0,1,0.96507186,High Risk,1
12969,512,1,122.45,122.45,0,5,0.0,0,0,1,0.9649765,High Risk,1
17587,537,1,181.66,181.66,0,42,0.0,0,0,1,0.96465766,High Risk,1
17249,338,1,68.03,68.03,0,27,0.0,1,0,1,0.96462125,High Risk,1
14999,502,1,129.48000000000002,129.48000000000002,0,9,0.0,0,0,1,0.9646006,High Risk,1
14743,502,1,50.48,50.48,0,3,0.0,0,0,1,0.9644724,High Risk,1
17192,445,1,77.83,77.83,0,20,0.0,0,0,1,0.96425813,High Risk,1
14391,486,1,135.6,135.6,0,14,0.0,0,0,1,0.96422845,High Risk,1
13628,585,1,310.14,310.14,0,16,0.0,0,0,1,0.96418035,High Risk,1
13793,556,1,96.0,96.0,0,7,0.0,0,0,1,0.96416837,High Risk,1
15268,388,3,961.9000000000001,320.6333333333334,126,21,0.1852,0,0,1,0.96405625,High Risk,1
14969,613,1,906.23,906.23,0,13,0.0,0,0,1,0.9640478,High Risk,1
13150,393,3,449.96999999999997,149.98999999999998,146,7,0.1111,0,0,1,0.96400183,High Risk,1
16294,386,1,126.05000000000001,126.05000000000001,0,8,0.0,0,0,1,0.9639901,High Risk,1
17583,469,1,135.95,135.95,0,7,0.0,0,0,1,0.96381366,High Risk,1
15310,388,1,1634.64,1634.64,0,45,0.0,0,1,1,0.9637578,High Risk,1
18234,461,1,179.6,179.6,0,30,0.0,0,0,1,0.96374786,High Risk,1
14802,347,2,1502.98,751.49,0,1,0.6667,1,1,1,0.96364754,High Risk,1
15559,477,1,1109.4,1109.4,0,62,0.0,0,0,1,0.96362656,High Risk,1
16577,576,1,380.0,380.0,0,23,0.0,0,0,1,0.96361804,High Risk,1
12466,591,1,56.73,56.73,0,1,0.0,0,0,0,0.9635735,High Risk,1
16166,337,2,435.83,217.915,263,18,0.1538,1,0,1,0.9635229,High Risk,1
13530,543,1,402.97999999999996,402.97999999999996,0,18,0.0,0,0,1,0.96350336,High Risk,1
15534,635,1,162.25,162.25,0,8,0.0,1,0,1,0.9634906,High Risk,1
17305,558,1,2135.46,2135.46,0,9,0.0,0,1,1,0.9634313,High Risk,1
15642,639,1,105.78000000000002,105.78000000000002,0,6,0.0,1,0,1,0.96331346,High Risk,1
13289,633,1,307.95,307.95,0,16,0.0,1,0,1,0.96323925,High Risk,1
14123,642,1,436.18,436.18,0,24,0.0,1,0,1,0.9631989,High Risk,1
17565,496,1,131.83,131.83,0,30,0.0,0,0,1,0.96310425,High Risk,1
12570,591,1,77.52,77.52,0,1,0.0,0,0,0,0.9628694,High Risk,1
15929,553,1,594.0,594.0,0,1,0.0,0,0,1,0.9628396,High Risk,1
13315,598,1,310.26,310.26,0,22,0.0,0,0,1,0.9627133,High Risk,1
17922,452,1,170.4,170.4,0,8,0.0,0,0,1,0.9625668,High Risk,1
13992,289,2,142.7,71.35,82,5,0.0,1,0,1,0.9623454,High Risk,0
17145,422,4,3120.91,780.2275,145,168,0.0323,0,0,1,0.96233505,High Risk,1
14018,554,1,367.15000000000003,367.15000000000003,0,13,0.0,0,0,1,0.962218,High Risk,1
18201,632,1,447.53000000000003,447.53000000000003,0,27,0.0,1,0,1,0.96211064,High Risk,1
13290,347,1,208.63,208.63,0,1,0.6667,1,0,1,0.9619141,High Risk,1
13454,550,1,219.87,219.87,0,23,0.0,0,0,1,0.9617434,High Risk,1
15487,589,1,231.32,231.32,0,14,0.0,0,0,1,0.96170396,High Risk,1
17479,542,1,389.26000000000005,389.26000000000005,0,18,0.0,0,0,1,0.961464,High Risk,1
15560,307,2,153.52,76.76,0,10,0.0,1,0,1,0.96137476,High Risk,1
17474,509,1,1047.0,1047.0,0,6,0.0,0,0,1,0.9612189,High Risk,1
14190,575,1,79.9,79.9,0,1,0.0,0,0,1,0.96121526,High Risk,1
15943,559,2,271.28999999999996,135.64499999999998,28,12,0.0,0,0,1,0.9610417,High Risk,1
16822,595,1,181.39,181.39,0,11,0.1538,0,0,1,0.9609541,High Risk,1
12404,591,1,63.24,63.24,0,1,0.0,0,0,0,0.9608705,High Risk,1
15588,587,1,579.6,579.6,0,4,0.0,0,0,1,0.96066207,High Risk,1
18153,568,1,246.22,246.22,0,17,0.0,0,0,1,0.9604869,High Risk,1
15770,522,1,321.45,321.45,0,18,0.0,0,0,1,0.9603837,High Risk,1
17784,459,1,112.86,112.86,0,19,0.0,0,0,1,0.960287,High Risk,1
15293,575,1,247.5,247.5,0,19,0.0,0,0,1,0.9602376,High Risk,1
12555,591,1,129.23,129.23,0,1,0.0,0,0,0,0.96022683,High Risk,1
16073,206,1,122.39999999999999,122.39999999999999,0,1,0.5,0,0,1,0.96007913,High Risk,1
17328,582,1,104.7,104.7,0,6,0.0,0,0,1,0.9600507,High Risk,1
15470,485,1,63.419999999999995,63.419999999999995,0,4,0.0,0,0,1,0.95983374,High Risk,1
14187,383,1,123.5,123.5,0,8,0.0,0,0,1,0.95978683,High Risk,1
15892,578,1,128.2,128.2,0,38,0.0,0,0,1,0.9597664,High Risk,1
13703,227,2,425.56,212.78,96,36,0.4932,1,0,1,0.95974797,High Risk,1
14602,565,1,205.35999999999999,205.35999999999999,0,31,0.0,0,0,1,0.95970166,High Risk,1
13766,404,1,190.35,190.35,0,16,0.0,0,0,1,0.95964193,High Risk,1
18174,513,1,58.5,58.5,0,1,0.0,0,0,1,0.9595969,High Risk,0
16585,503,2,341.59,170.795,101,16,0.0,0,0,1,0.9595519,High Risk,1
15137,430,2,823.4,411.7,159,34,0.15,0,0,1,0.95953345,High Risk,1
13303,309,1,61.72,61.72,0,4,0.0,1,0,1,0.95952916,High Risk,1
17108,573,1,174.95,174.95,0,9,0.0,0,0,1,0.95944256,High Risk,1
15698,533,1,46.2,46.2,0,2,0.0,0,0,1,0.95943415,High Risk,1
17794,596,2,147.3,73.65,1,7,0.0,0,0,1,0.9591921,High Risk,1
16251,421,1,128.31,128.31,0,20,0.0,0,0,1,0.95916164,High Risk,1
13022,339,1,65.3,65.3,0,5,0.0,1,0,0,0.95908934,High Risk,1
14266,337,1,40.56,40.56,0,1,0.0,1,0,1,0.95901144,High Risk,1
17559,422,1,167.62,167.62,0,12,0.0,0,0,1,0.9589574,High Risk,1
16077,535,1,2300.4,2300.4,0,8,0.1111,0,1,1,0.95869136,High Risk,1
13852,520,1,187.35000000000002,187.35000000000002,0,11,0.1538,0,0,1,0.95862365,High Risk,1
17909,646,1,132.55,132.55,0,8,0.0,1,0,1,0.9585216,High Risk,1
17294,578,2,467.78999999999996,233.89499999999998,0,17,0.0,0,0,1,0.9585083,High Risk,1
13609,502,1,167.35,167.35,0,7,0.0,0,0,1,0.95841503,High Risk,1
17532,295,1,65.34,65.34,0,4,0.0,1,0,1,0.95825624,High Risk,1
14586,186,1,237.36,237.36,0,19,0.2963,0,0,1,0.9581109,High Risk,1
16405,211,2,167.25,83.625,7,3,0.0,0,0,1,0.9580387,High Risk,1
16028,505,1,82.2,82.2,0,5,0.0,0,0,1,0.95780647,High Risk,1
14119,285,2,183.37,91.685,342,11,0.0833,1,0,1,0.95778656,High Risk,1
15176,577,1,988.04,988.04,0,52,0.0189,0,0,1,0.9577752,High Risk,1
13413,549,6,429.44,71.57333333333334,47,38,0.0444,0,0,1,0.95769155,High Risk,1
12687,390,2,2138.91,1069.455,0,126,0.0,0,1,0,0.95745575,High Risk,1
14822,394,1,157.70000000000002,157.70000000000002,0,9,0.0,0,0,1,0.95743656,High Risk,1
18032,243,1,73.5,73.5,0,5,0.0,0,0,1,0.95737296,High Risk,1
17842,511,1,430.69,430.69,0,18,0.0,0,0,1,0.9571738,High Risk,1
16604,472,2,432.45,216.225,5,10,0.2,0,0,1,0.9571453,High Risk,1
17225,491,1,131.15,131.15,0,5,0.0,0,0,1,0.95708305,High Risk,1
13036,594,1,307.1,307.1,0,6,0.0,0,0,1,0.9570691,High Risk,1
18137,460,2,145.99,72.995,0,26,0.0,0,0,1,0.9570043,High Risk,1
14677,502,1,184.91,184.91,0,14,0.0,0,0,1,0.9569234,High Risk,1
13111,628,1,321.88000000000005,321.88000000000005,0,12,0.0,1,0,1,0.9566265,High Risk,1
14685,485,8,4619.79,577.47375,150,109,0.0441,1,0,1,0.95641303,High Risk,1
14464,477,2,111.0,55.5,59,4,0.0,0,0,1,0.95637,High Risk,1
15219,85,2,685.45,342.725,472,26,0.0,0,0,1,0.9562655,High Risk,1
12773,473,1,124.25,124.25,0,6,0.5,0,0,0,0.95615435,High Risk,1
16118,562,1,4376.25,4376.25,0,41,0.1277,0,1,1,0.9561133,High Risk,1
12992,634,1,93.35000000000001,93.35000000000001,0,6,0.0,1,0,1,0.9560651,High Risk,1
16651,496,1,136.2,136.2,0,6,0.0,0,0,1,0.9559724,High Risk,1
16078,193,2,362.99,181.495,385,39,0.0,0,0,1,0.95589113,High Risk,1
12416,566,1,202.56,202.56,0,11,0.0,0,0,0,0.95578545,High Risk,1
12784,438,1,1230.33,1230.33,0,72,0.0,0,0,0,0.955725,High Risk,0
15413,601,5,6798.72,1359.7440000000001,47,20,0.0741,1,1,1,0.95567346,High Risk,1
14322,338,4,474.1,118.525,230,10,0.2353,1,0,1,0.9556137,High Risk,1
15954,498,1,190.75,190.75,0,20,0.0,0,0,1,0.9555168,High Risk,1
17008,338,1,81.36,81.36,0,1,0.0,1,0,1,0.9553704,High Risk,1
13847,629,1,310.72,310.72,0,19,0.0,1,0,1,0.95534605,High Risk,1
13935,506,3,6116.92,2038.9733333333334,55,67,0.0,0,1,1,0.95518297,High Risk,1
16970,535,1,71.4,71.4,0,2,0.0,0,0,1,0.9551463,High Risk,1
17494,411,1,54.699999999999996,54.699999999999996,0,3,0.0,0,0,1,0.95504564,High Risk,1
14090,234,1,76.32000000000001,76.32000000000001,0,1,0.0,0,0,1,0.95488954,High Risk,1
17638,556,2,842.4,421.2,74,2,0.0,1,0,1,0.95486814,High Risk,1
13172,309,1,69.6,69.6,0,1,0.0,1,0,1,0.9548428,High Risk,1
16375,379,2,104.0,52.0,0,11,0.0,0,0,1,0.95481485,High Risk,1
15056,429,1,133.45,133.45,0,6,0.0,0,0,1,0.9547792,High Risk,1
15935,148,2,416.86,208.43,2,12,0.6471,0,0,1,0.9547754,High Risk,1
16035,469,1,217.73,217.73,0,21,0.0,0,0,1,0.95471823,High Risk,1
17541,419,1,124.46,124.46,0,31,0.0,0,0,1,0.9545554,High Risk,1
13508,153,2,287.05,143.525,399,27,0.0,0,0,1,0.9545299,High Risk,1
15538,447,6,3358.3999999999996,559.7333333333332,125,3,0.5758,0,0,1,0.9545213,High Risk,1
13306,339,1,53.65,53.65,0,4,0.0,1,0,1,0.95451033,High Risk,1
13543,543,2,1439.6100000000001,719.8050000000001,52,37,0.0,0,0,1,0.9544867,High Risk,1
14596,536,1,229.47,229.47,0,50,0.0,0,0,1,0.95436305,High Risk,1
15731,463,1,125.3,125.3,0,8,0.0,0,0,1,0.95420814,High Risk,1
16002,534,1,169.21,169.21,0,42,0.0,0,0,1,0.9540927,High Risk,1
14941,488,1,182.1,182.1,0,7,0.0,0,0,1,0.9540688,High Risk,1
13025,641,1,323.39,323.39,0,13,0.0,1,0,1,0.95404035,High Risk,1
16831,474,1,91.8,91.8,0,6,0.0,0,0,1,0.95400554,High Risk,1
13526,647,2,1182.0,591.0,0,29,0.1852,1,0,1,0.95389336,High Risk,1
13586,450,1,131.53,131.53,0,20,0.0,0,0,1,0.9537286,High Risk,1
16067,472,3,3395.29,1131.7633333333333,112,60,0.1098,0,1,1,0.9536956,High Risk,1
18052,474,1,10877.18,10877.18,0,16,0.0,0,1,1,0.95366174,High Risk,1
14384,410,1,58.5,58.5,0,3,0.0,0,0,1,0.95363086,High Risk,1
13144,242,2,135.35,67.675,98,6,0.0,1,0,1,0.9535847,High Risk,1
17178,640,1,436.71,436.71,0,31,0.0,1,0,1,0.9535615,High Risk,1
14814,490,1,160.46,160.46,0,28,0.0,0,0,1,0.9535583,High Risk,1
15170,316,1,81.15,81.15,0,4,0.0,1,0,1,0.9535422,High Risk,1
14604,542,1,143.85999999999999,143.85999999999999,0,20,0.0,0,0,1,0.953512,High Risk,1
17291,217,1,550.8000000000001,550.8000000000001,0,1,0.0,0,0,1,0.95350033,High Risk,1
13768,636,2,875.97,437.985,4,30,0.2326,1,0,1,0.9534128,High Risk,1
14153,392,1,233.4,233.4,0,17,0.0,0,0,1,0.9533132,High Risk,1
13818,339,1,61.28,61.28,0,5,0.0,1,0,1,0.9532715,High Risk,1
13915,303,1,70.80000000000001,70.80000000000001,0,2,0.5,1,0,1,0.9530865,High Risk,1
15295,563,1,217.23999999999998,217.23999999999998,0,50,0.0,0,0,1,0.95307976,High Risk,1
14394,474,1,93.8,93.8,0,6,0.0,0,0,1,0.9530357,High Risk,1
15188,634,1,310.43,310.43,0,23,0.0,1,0,1,0.95302963,High Risk,1
18267,582,1,269.37,269.37,0,17,0.15,0,0,1,0.95302445,High Risk,1
15233,310,1,59.400000000000006,59.400000000000006,0,1,0.0,1,0,1,0.9529925,High Risk,1
17592,648,1,148.3,148.3,0,13,0.5,1,0,1,0.9529833,High Risk,1
14892,600,1,202.35000000000002,202.35000000000002,0,13,0.0,0,0,1,0.95293623,High Risk,1
16530,577,1,48.349999999999994,48.349999999999994,0,3,0.0,0,0,1,0.9529252,High Risk,1
14007,422,1,79.48,79.48,0,5,0.0,0,0,1,0.9529072,High Risk,1
13071,521,1,129.22,129.22,0,12,0.0,0,0,1,0.9526945,High Risk,1
16786,303,1,51.839999999999996,51.839999999999996,0,1,0.0,1,0,1,0.95251566,High Risk,1
13009,582,1,234.0,234.0,0,4,0.0,0,0,1,0.95244676,High Risk,1
16061,340,1,89.65,89.65,0,3,0.4,1,0,1,0.95222217,High Risk,1
17808,458,4,262.64,65.66,32,29,0.0,0,0,1,0.95210105,High Risk,1
18134,507,2,445.0,222.5,96,27,0.0,0,0,1,0.9519039,High Risk,1
17195,564,1,562.98,562.98,0,31,0.0,0,0,1,0.95164824,High Risk,1
17177,414,1,119.5,119.5,0,29,0.0,0,0,1,0.95146215,High Risk,1
16252,292,1,295.09000000000003,295.09000000000003,0,21,0.6667,1,0,1,0.9514111,High Risk,1
